Age,Gender,Weight (kg),Height (m),BMI,Low_BPM,Avg_BPM,High_BPM,Session_Duration (hours),Calories_Burned,Daily_Calorie_Intake (kcal),Calorie_Balance (kcal),Protein_Intake (g/day),Workout_Type,Workout_Frequency (days/week),Rest_Days_Per_Week,Fitness_Goal,Preferred_Workout_Time,Fat_Percentage,Water_Intake (liters),Experience_Level,Membership_Duration (months),Work_Type,Income_Level,Diet_Type,Sleep_Hours_Per_Day,Smoking,Alcohol_Consumption,Medical_Condition
36,1,112.9,1.6,42.0,100,135,152,1.0,734.3,2694.0,1960.0,122.2,0,4,4,3,3,25.1,3.4,2,12,2,2,2,8.1,0,0,1
39,1,63.9,1.6,24.6,100,142,165,1.3,1001.3,2381.0,1380.0,115.3,1,2,5,2,2,20.3,3.3,1,10,1,2,0,8.0,0,2,1
49,1,79.0,1.7,27.1,100,128,150,1.5,931.3,1822.0,891.0,105.4,3,3,4,3,1,29.9,3.3,1,8,2,0,0,6.1,0,2,5
21,0,50.5,1.7,17.2,100,132,147,1.1,707.5,1842.0,1134.0,107.9,1,3,3,2,1,34.0,2.2,2,25,0,1,0,7.8,1,2,1
40,1,83.9,1.9,23.5,100,140,160,0.8,603.8,2172.0,1568.0,143.8,2,2,5,3,1,27.1,3.6,1,10,2,2,0,6.4,0,0,2
29,1,114.0,1.9,30.5,100,135,158,1.2,921.6,2947.0,2025.0,177.6,1,3,4,3,1,22.3,3.7,1,10,2,1,3,7.0,0,1,1
31,1,114.0,1.9,30.7,100,136,157,1.3,971.6,4017.0,3045.0,257.4,1,3,3,2,0,22.5,3.7,1,8,0,2,0,7.0,1,0,0
21,0,43.4,1.6,16.7,100,121,139,0.6,368.7,1288.0,919.0,56.4,3,2,5,1,1,25.7,2.7,1,4,1,2,2,7.7,1,1,2
50,0,63.7,1.6,25.7,100,125,152,1.5,819.1,1844.0,1025.0,107.2,3,4,3,1,1,30.3,2.5,2,20,1,2,3,7.1,0,2,3
38,0,57.7,1.6,21.7,100,151,182,0.9,691.2,1816.0,1125.0,103.2,3,2,4,0,1,32.5,2.0,1,1,2,2,1,7.1,1,0,0
23,1,71.3,1.9,18.0,100,138,154,1.4,1110.4,2298.0,1188.0,109.3,3,4,4,0,0,20.9,2.9,2,32,1,0,0,6.9,1,0,5
18,0,49.5,1.7,17.2,100,164,183,1.4,1145.8,1593.0,447.0,116.8,0,4,3,1,3,25.9,2.6,2,20,0,2,1,7.5,1,0,5
27,0,63.5,1.6,23.9,100,147,173,0.7,501.5,2296.0,1794.0,116.8,2,2,5,2,1,31.6,1.9,1,8,2,2,0,7.5,0,0,3
45,1,51.1,1.8,15.2,100,161,183,1.2,958.7,1458.0,499.0,88.6,2,3,5,0,2,24.7,2.5,1,1,0,1,0,7.3,0,1,5
39,0,57.5,1.7,18.3,100,147,167,2.0,1418.5,1802.0,384.0,99.8,3,5,3,1,1,19.5,2.7,3,36,2,2,3,6.8,0,0,2
35,1,87.6,1.7,30.0,100,159,181,1.8,1641.5,2129.0,488.0,113.8,1,5,1,3,2,12.2,3.5,3,67,2,2,0,5.6,0,1,5
32,1,117.9,1.6,45.6,100,129,161,1.1,763.1,3398.0,2635.0,189.2,1,3,4,1,2,25.1,2.4,2,8,1,2,3,7.8,0,1,5
55,0,50.8,1.8,15.8,100,162,179,1.3,915.3,1584.0,669.0,75.5,2,2,5,0,2,30.2,2.0,1,7,1,1,0,7.4,0,1,5
56,0,55.8,1.5,23.6,100,124,150,1.9,1090.9,1366.0,275.0,74.2,0,5,2,3,2,16.0,2.7,3,74,0,0,3,7.6,0,0,4
40,1,61.7,2.0,15.5,100,159,176,1.4,1262.0,1388.0,126.0,87.9,2,4,3,3,1,27.0,2.9,2,34,2,2,0,6.6,0,1,5
44,0,54.7,1.8,17.9,100,166,186,2.0,1468.2,1229.0,-239.0,125.2,3,4,3,3,2,17.8,2.7,3,79,2,0,1,7.3,0,1,3
45,1,45.9,1.9,11.8,100,159,175,1.3,1015.6,1383.0,367.0,75.3,0,3,5,0,2,30.2,2.0,2,10,1,2,1,6.1,0,1,4
35,1,63.1,1.6,23.3,100,160,186,1.4,1221.1,1776.0,555.0,104.0,0,4,4,0,2,21.9,3.7,2,8,2,2,1,8.0,1,1,5
23,0,46.8,1.6,18.9,100,153,169,0.8,590.8,1558.0,967.0,86.8,2,3,5,2,2,33.0,1.6,1,5,0,2,3,5.3,0,0,5
40,1,66.2,1.7,23.4,100,142,162,0.8,542.4,2333.0,1791.0,140.0,3,2,5,2,2,27.3,3.4,1,5,0,1,1,7.6,0,0,5
54,1,108.3,1.7,35.8,100,125,156,1.1,674.2,3580.0,2906.0,172.7,3,3,3,1,1,26.4,2.8,2,29,2,2,3,5.9,0,1,3
38,1,108.8,1.9,30.6,100,161,178,0.7,614.3,2589.0,1975.0,186.8,2,2,5,3,3,27.6,3.6,1,9,1,1,0,9.4,1,2,5
23,1,83.6,2.0,20.9,100,129,145,1.8,1278.9,1968.0,689.0,115.7,0,4,4,3,3,11.0,3.5,3,29,2,1,0,6.8,0,0,5
28,1,86.9,1.8,27.1,100,133,167,1.3,953.8,2179.0,1225.0,109.6,1,4,4,3,3,24.8,3.7,2,21,1,1,0,7.2,0,0,0
32,1,85.7,1.6,33.2,100,144,166,2.0,1568.3,2996.0,1428.0,161.9,1,5,3,2,2,14.5,3.5,3,65,1,1,1,5.4,0,0,0
52,0,73.5,1.6,30.1,100,152,178,1.2,820.7,1696.0,875.0,89.0,1,4,3,3,2,26.9,2.1,2,21,1,1,3,7.4,1,0,3
45,1,50.6,1.9,14.6,100,159,177,1.4,1129.8,1721.0,591.0,112.0,0,4,4,2,2,26.2,3.4,2,8,1,2,3,8.9,0,1,0
36,1,48.2,1.7,18.1,100,132,151,1.4,997.4,1420.0,423.0,114.2,3,2,5,3,1,27.6,3.0,1,2,1,1,1,5.1,0,0,5
18,1,91.9,1.7,29.9,100,168,195,1.4,1301.7,2805.0,1503.0,152.4,3,2,5,0,2,21.2,3.1,1,11,0,1,0,7.1,1,0,3
28,1,85.0,1.8,27.0,100,138,167,1.4,1036.4,2795.0,1759.0,131.8,0,4,2,1,1,28.9,2.3,2,24,1,0,0,7.1,0,1,5
38,1,106.8,1.9,29.6,100,159,189,0.7,652.7,2723.0,2070.0,265.4,2,2,5,3,2,28.1,3.6,1,9,1,2,1,9.5,0,2,5
53,0,47.3,1.8,15.6,100,148,172,1.1,732.6,1559.0,826.0,82.0,1,4,4,2,2,28.5,1.5,2,28,0,2,0,6.8,0,2,3
50,1,51.2,1.6,18.4,100,130,160,1.4,892.5,1381.0,488.0,79.7,0,2,5,0,3,28.3,2.9,1,11,0,0,1,7.9,0,0,5
24,0,75.3,1.7,25.6,100,157,183,1.4,1104.9,2294.0,1189.0,121.9,3,3,5,0,1,26.1,1.6,2,32,0,2,1,7.0,0,1,0
22,0,77.6,1.7,26.0,100,156,187,1.5,1137.3,2700.0,1563.0,179.7,1,4,2,2,3,32.5,1.5,2,30,2,1,2,7.8,0,0,5
24,0,41.8,1.7,13.6,100,145,175,0.8,574.9,1292.0,717.0,97.8,3,3,5,1,1,25.2,2.1,1,6,2,0,1,5.8,0,0,3
49,1,83.0,1.8,24.0,100,145,171,1.3,946.9,2816.0,1869.0,179.5,2,4,3,2,3,28.7,3.3,2,29,2,0,0,7.3,0,0,5
29,1,100.9,1.7,36.0,100,134,156,1.5,1073.6,2688.0,1614.0,214.3,2,4,2,3,1,28.2,2.9,2,15,1,2,1,5.4,1,1,3
49,0,41.9,1.5,18.2,100,155,189,1.4,1000.2,1503.0,503.0,90.1,2,4,3,2,3,28.7,2.5,2,32,0,2,1,6.2,1,0,5
49,1,68.1,1.7,23.2,100,167,184,1.5,1203.7,2274.0,1070.0,86.7,1,3,3,1,2,29.6,2.3,2,14,1,2,3,6.2,0,0,3
53,1,86.7,1.8,27.9,100,158,188,1.5,1148.6,2449.0,1300.0,145.8,3,3,3,0,1,29.7,3.4,2,8,1,1,1,7.1,0,0,5
20,1,44.8,1.8,14.7,100,140,167,1.0,784.1,1200.0,416.0,75.9,1,3,3,3,1,20.8,2.4,1,7,2,1,3,8.4,1,0,0
50,0,59.6,1.8,18.2,100,131,164,1.6,959.9,2028.0,1068.0,120.6,1,4,3,2,1,16.6,2.7,3,32,2,2,1,6.4,0,2,5
58,1,91.7,1.7,30.8,100,150,172,0.9,677.6,2277.0,1599.0,242.9,1,2,4,3,1,28.5,2.1,1,2,0,0,1,6.0,0,0,5
51,0,66.2,1.6,26.8,100,129,148,0.8,471.3,2057.0,1586.0,129.9,1,3,5,2,3,31.7,2.3,1,7,1,1,1,7.8,1,1,3
31,0,59.1,1.6,23.8,98,123,157,1.8,1109.6,1845.0,735.0,89.3,3,5,1,0,0,14.8,2.6,3,44,1,0,1,6.7,0,1,3
27,0,53.8,1.7,19.3,100,120,142,1.1,655.1,1453.0,798.0,141.0,0,4,2,1,0,34.8,1.9,2,29,1,1,1,6.4,0,0,5
46,0,60.2,1.8,19.4,100,153,179,1.6,1075.2,1867.0,792.0,115.3,1,5,3,0,0,15.9,2.7,3,71,1,2,1,7.2,1,0,5
47,0,53.5,1.7,19.2,100,130,145,0.8,438.6,1498.0,1059.0,138.7,3,3,5,1,1,33.2,1.8,1,4,0,2,1,8.2,0,2,5
58,1,110.7,1.9,29.4,100,155,189,1.5,1153.5,2920.0,1766.0,222.9,3,3,4,3,1,25.9,2.2,2,6,2,2,1,6.8,0,2,1
27,0,73.4,1.7,25.3,100,140,160,1.4,1009.3,2224.0,1215.0,133.2,2,4,2,1,2,28.0,1.5,2,32,2,1,0,7.5,0,0,4
29,1,91.8,2.0,22.9,100,151,183,1.4,1159.6,3020.0,1860.0,155.3,1,3,4,0,0,22.6,3.8,2,18,0,2,1,6.9,0,0,5
41,0,53.5,1.7,19.0,100,120,142,1.2,745.7,1737.0,991.0,106.3,2,3,3,2,2,32.6,1.8,2,31,2,2,1,6.7,0,0,5
42,1,77.1,1.9,20.7,100,160,181,1.2,966.0,2327.0,1361.0,126.4,3,3,3,0,1,20.6,2.5,1,8,1,1,0,6.8,0,0,5
42,0,59.7,1.6,22.5,100,123,138,1.0,582.8,1324.0,741.0,81.3,2,3,5,3,0,26.3,2.6,2,11,2,1,3,7.8,0,1,4
59,0,71.2,1.7,24.7,100,121,151,1.2,631.0,2210.0,1579.0,87.5,0,3,4,1,1,35.1,1.9,2,34,2,2,0,7.2,0,2,3
32,1,79.5,1.6,29.7,100,125,151,1.3,889.9,2542.0,1652.0,185.6,3,3,3,2,1,29.5,3.1,1,8,1,2,1,6.9,0,0,4
51,1,114.2,1.9,31.9,100,161,181,1.4,1090.6,2797.0,1706.0,139.8,3,4,3,3,2,28.6,2.2,2,24,1,1,0,7.0,1,0,3
21,1,110.5,1.7,39.2,100,132,166,1.1,798.3,3503.0,2705.0,246.2,3,3,3,2,2,26.8,2.7,1,8,2,2,1,5.7,0,2,4
51,0,48.7,1.5,20.3,100,146,162,1.3,885.5,1591.0,706.0,79.7,0,3,4,0,0,29.3,1.9,2,29,1,0,1,7.4,0,0,2
40,0,57.0,1.8,17.7,100,153,181,1.8,1383.4,1877.0,494.0,109.4,3,5,3,2,2,18.0,2.7,3,67,0,1,2,10.0,0,0,5
21,1,89.5,1.6,33.8,100,162,180,1.9,1663.4,2230.0,567.0,148.1,2,5,2,3,0,10.8,3.5,3,24,1,0,0,6.9,0,0,1
55,1,86.6,1.8,27.9,100,157,172,1.5,1167.7,2237.0,1069.0,125.6,3,3,3,3,3,29.4,3.4,2,9,1,1,0,7.1,0,0,1
18,0,48.3,1.7,16.9,100,146,178,1.1,768.2,1606.0,838.0,66.1,3,3,4,0,3,29.1,2.4,1,7,2,1,3,6.7,0,1,5
52,0,78.0,1.6,31.0,100,145,172,1.1,711.3,2588.0,1877.0,99.0,3,4,2,1,3,33.4,2.4,2,18,1,1,0,6.9,0,0,3
56,0,43.8,1.7,14.9,100,159,175,1.4,988.7,1334.0,345.0,71.0,0,2,5,1,3,24.8,1.7,1,11,1,1,3,5.6,0,0,4
49,1,87.0,1.6,32.4,100,144,167,1.7,1224.0,2864.0,1640.0,201.8,0,4,3,2,0,12.0,3.5,3,72,2,0,3,7.4,0,0,2
34,1,111.4,1.9,33.2,100,133,149,1.2,869.9,3253.0,2383.0,165.4,1,4,2,0,2,23.5,3.6,2,24,1,2,1,6.6,1,1,4
34,1,96.6,1.7,33.0,100,145,168,1.4,1058.3,2245.0,1187.0,229.8,2,3,5,3,2,24.1,2.9,2,24,1,2,1,7.3,0,1,2
18,0,49.0,1.7,17.1,100,164,179,1.4,1173.2,1492.0,319.0,75.4,0,4,3,0,1,25.4,2.6,2,27,1,2,0,7.5,0,0,3
41,0,59.5,1.6,22.9,100,130,155,1.9,1132.0,2082.0,950.0,123.3,3,4,3,2,1,19.8,2.6,3,60,1,2,1,7.0,0,0,5
50,0,57.2,1.5,24.9,100,142,159,1.4,903.1,1796.0,893.0,89.1,0,3,3,0,0,27.5,2.4,1,11,2,2,0,6.6,0,1,3
34,1,102.7,1.9,27.4,100,158,192,0.8,769.6,3329.0,2559.0,222.6,0,2,5,2,1,21.0,2.4,1,7,2,2,0,5.4,0,0,5
24,0,58.1,1.6,23.6,100,156,174,1.4,1036.5,1461.0,424.0,132.3,3,3,3,3,0,29.7,1.6,2,8,0,0,1,7.1,0,1,5
56,0,63.7,1.7,22.8,100,136,168,2.0,1252.4,2001.0,749.0,105.0,0,5,2,0,0,19.8,2.7,3,34,0,0,0,7.4,0,2,0
48,0,49.8,1.5,20.5,100,152,172,1.3,870.0,1643.0,773.0,81.7,1,3,5,0,3,30.7,2.1,2,22,1,2,0,7.9,0,0,3
43,1,101.4,1.6,38.5,100,128,145,1.3,864.5,2599.0,1734.0,148.7,3,4,3,3,2,20.9,2.6,2,16,0,0,0,6.9,0,0,4
20,1,119.8,1.7,39.9,100,152,177,1.0,848.6,2753.0,1904.0,207.4,0,3,4,3,3,29.2,3.5,2,20,2,1,3,5.4,0,0,5
39,1,82.4,1.7,26.5,100,134,163,0.9,676.0,2595.0,1919.0,103.3,3,2,5,1,1,27.3,2.7,1,3,2,2,0,9.9,0,1,4
25,1,128.0,1.7,42.7,100,160,179,1.3,1143.2,3996.0,2853.0,189.4,2,3,3,0,1,27.6,2.9,1,8,2,0,3,7.5,0,1,5
49,1,80.7,1.9,23.8,100,161,195,1.9,1460.5,2809.0,1348.0,189.5,2,4,3,2,3,14.6,3.5,3,71,2,1,1,7.0,0,0,3
52,1,68.2,1.6,25.8,95,120,144,1.3,806.5,2215.0,1408.0,148.1,1,4,2,2,3,26.9,2.1,2,26,0,2,1,6.5,0,0,5
51,1,100.9,1.7,36.1,100,127,153,0.5,308.7,3252.0,2943.0,232.2,1,2,5,2,2,20.7,2.9,1,3,2,2,0,5.7,0,1,3
21,0,61.2,1.6,24.5,100,152,181,1.9,1458.1,1956.0,498.0,116.1,1,4,3,2,2,17.3,2.7,3,53,1,0,1,8.3,0,1,5
28,0,70.6,1.7,23.3,100,167,198,1.1,905.8,1989.0,1083.0,168.8,0,4,2,3,0,29.6,1.7,2,29,0,1,1,6.6,1,1,5
45,0,71.3,1.7,24.0,100,152,176,1.2,789.4,1993.0,1204.0,111.1,0,4,2,0,0,30.1,2.3,2,11,1,0,0,5.5,0,2,0
45,1,102.1,1.8,33.7,100,146,166,1.2,848.1,3158.0,2310.0,134.2,3,2,5,1,0,21.3,2.9,1,3,0,2,3,6.2,0,2,4
22,0,61.4,1.6,23.3,100,167,199,1.6,1330.4,1973.0,643.0,110.7,0,5,3,0,3,17.2,2.7,3,60,0,2,1,6.9,0,2,1
34,1,83.0,1.9,25.2,100,133,160,1.8,1292.2,2745.0,1453.0,173.3,2,5,2,1,2,14.8,3.4,3,56,0,1,1,6.8,0,0,5
20,1,80.5,2.0,21.3,100,146,163,1.7,1337.9,2311.0,973.0,132.3,1,5,3,0,0,14.6,3.6,3,45,1,0,1,8.3,0,0,3
20,1,129.6,1.9,34.5,100,144,168,0.6,520.3,3926.0,3406.0,229.3,0,2,5,1,2,26.4,2.1,1,9,1,1,3,7.6,0,0,5
31,0,56.2,1.6,23.1,100,168,196,1.7,1391.0,1838.0,447.0,116.0,1,4,3,2,1,15.5,2.8,3,35,0,2,3,6.6,0,0,3
39,0,64.9,1.5,26.9,100,143,163,1.9,1410.9,2077.0,666.0,89.8,0,5,1,1,3,17.6,2.7,3,78,0,0,3,8.3,0,0,5
31,1,77.5,1.6,29.8,100,125,142,1.3,888.1,1680.0,792.0,144.0,3,3,4,3,1,29.7,3.1,1,11,2,2,0,6.9,0,0,5
33,1,124.3,1.6,46.4,100,135,165,1.4,1072.7,4095.0,3022.0,262.9,1,3,4,2,2,27.5,2.8,2,18,1,2,1,6.0,1,1,3
23,0,59.6,1.8,17.9,100,140,161,1.6,1171.3,1955.0,784.0,84.6,3,5,2,0,1,18.4,2.7,3,47,1,2,1,6.0,0,1,5
38,1,93.9,1.7,32.0,100,154,188,1.1,935.4,2358.0,1423.0,194.2,2,4,2,3,1,21.6,2.5,2,11,2,0,1,8.1,0,0,1
19,1,124.0,1.8,37.9,100,145,173,1.2,1002.6,4083.0,3080.0,211.4,0,3,4,1,2,22.2,3.2,2,32,0,0,0,6.7,0,1,5
18,0,64.5,1.5,27.9,100,131,154,1.2,774.2,1643.0,869.0,78.8,0,3,5,1,1,30.8,2.4,1,5,0,1,2,7.5,0,0,3
25,1,66.8,1.6,26.0,100,166,195,1.4,1267.4,1687.0,420.0,82.2,2,2,4,3,3,24.4,3.0,1,6,1,2,3,8.0,0,0,5
52,0,46.2,1.8,13.7,100,159,176,1.3,956.5,1472.0,516.0,69.4,3,3,5,0,1,26.8,2.2,2,28,2,0,1,7.8,0,0,3
48,0,73.8,1.6,28.9,100,148,164,1.2,791.8,1874.0,1082.0,139.0,2,3,4,3,1,32.1,2.1,2,21,2,2,0,7.8,0,2,5
53,0,65.2,1.5,28.7,100,137,153,1.3,807.6,1569.0,761.0,111.8,0,4,3,3,0,26.7,2.3,2,14,2,2,0,7.7,0,1,5
24,0,51.5,1.6,21.7,100,165,182,1.3,1049.8,1756.0,706.0,83.0,1,2,5,0,1,32.0,2.4,1,8,2,1,3,7.6,1,0,5
28,1,120.4,1.9,34.5,100,129,161,1.3,937.8,3060.0,2122.0,160.6,1,4,4,3,0,23.8,3.2,2,10,1,2,0,6.7,1,0,0
42,0,41.4,1.8,13.3,100,158,186,1.5,1072.1,1200.0,128.0,61.3,2,3,5,1,0,25.6,2.6,2,20,2,2,3,7.3,0,0,5
42,0,50.9,1.8,15.9,100,161,195,1.3,932.8,1806.0,873.0,93.6,2,3,3,2,2,29.1,1.9,2,12,0,2,1,7.5,1,2,5
34,0,54.5,1.5,23.0,100,125,157,1.0,643.5,1664.0,1020.0,84.9,0,2,5,0,2,31.4,2.2,1,8,1,0,3,7.3,0,0,5
30,0,62.6,1.7,23.6,100,162,186,1.0,827.2,1886.0,1059.0,94.8,1,4,4,0,2,25.6,2.6,2,22,2,1,0,6.4,0,0,5
41,1,129.5,1.7,44.6,100,155,171,1.1,887.2,3412.0,2525.0,224.6,0,3,3,3,1,23.8,2.9,2,21,2,1,0,6.7,0,0,5
34,1,72.0,1.8,21.4,100,124,139,1.1,740.5,2172.0,1432.0,108.5,0,3,3,0,1,27.8,2.3,2,29,1,1,1,7.0,0,0,5
32,0,78.3,1.7,27.6,100,135,153,1.3,853.9,2463.0,1609.0,107.7,1,3,5,0,1,32.5,1.8,2,16,1,2,1,4.1,1,0,5
39,0,58.1,1.7,19.9,100,143,171,1.9,1329.1,1818.0,489.0,92.2,2,5,2,0,1,18.4,2.7,3,30,2,2,1,6.0,0,2,3
23,0,42.1,1.6,16.2,100,159,174,1.0,832.2,1369.0,537.0,88.4,1,4,2,2,1,33.7,1.8,2,16,2,2,3,6.7,0,0,5
19,1,128.0,1.9,34.5,100,146,174,0.6,491.1,4196.0,3705.0,266.6,0,2,4,2,1,25.9,2.0,1,2,1,1,3,7.7,1,2,5
18,0,48.1,1.6,18.4,100,128,158,1.3,866.6,1249.0,382.0,76.7,1,4,4,3,1,33.8,1.6,2,7,2,2,0,6.8,0,2,3
24,1,86.7,1.9,24.1,100,129,157,1.8,1328.9,3035.0,1706.0,175.3,1,5,3,2,3,11.6,3.5,3,83,1,2,2,6.8,0,2,3
43,1,95.6,1.8,29.9,100,155,189,1.3,1013.2,2624.0,1611.0,125.1,1,2,4,3,1,23.6,3.3,1,6,2,0,0,7.5,0,2,5
44,1,66.4,1.8,20.0,100,139,156,0.8,489.8,1707.0,1217.0,71.5,1,2,5,3,1,27.0,2.7,1,3,2,2,2,7.5,0,2,3
53,1,86.9,1.9,23.2,100,140,157,1.2,812.8,2503.0,1690.0,149.9,3,2,4,1,2,28.0,3.4,1,1,1,0,3,7.4,0,0,3
55,1,68.7,1.8,21.6,100,166,189,1.2,1009.6,1959.0,949.0,117.1,2,4,3,0,1,20.2,2.1,2,29,2,2,0,7.5,0,0,3
21,1,106.5,1.8,32.4,100,130,150,1.0,719.0,3401.0,2682.0,160.9,3,4,3,1,3,28.3,2.3,2,28,2,1,0,7.3,1,0,5
37,0,59.8,1.7,19.6,100,147,174,1.1,806.6,1801.0,994.0,103.9,0,3,3,0,3,30.9,1.7,2,25,0,1,1,7.3,0,0,2
36,0,56.3,1.6,21.1,100,156,172,1.1,888.5,1680.0,792.0,118.4,2,4,2,1,3,25.6,1.8,2,21,0,0,1,6.5,0,0,1
53,0,73.3,1.6,30.7,100,152,174,1.2,797.3,2327.0,1530.0,141.1,1,4,3,2,0,26.3,2.1,2,19,2,2,1,7.4,1,0,5
35,0,58.5,1.8,18.3,100,147,163,1.7,1224.7,2076.0,851.0,112.0,2,4,3,2,0,20.1,2.7,3,55,0,1,1,8.1,0,0,5
22,1,102.0,1.8,30.4,100,152,170,1.3,1032.8,3263.0,2230.0,179.8,2,3,5,1,1,20.4,2.6,2,22,2,2,0,6.5,1,0,0
23,0,58.1,1.8,18.5,100,140,169,1.7,1169.4,1671.0,502.0,92.2,3,5,3,0,1,18.1,2.7,3,41,2,2,0,6.0,0,0,5
30,1,84.2,1.6,31.8,100,128,146,1.7,1167.1,2182.0,1015.0,130.9,1,4,2,3,2,11.1,3.5,3,80,2,2,0,7.3,0,0,5
51,0,63.5,1.8,19.5,100,130,157,1.1,634.9,1762.0,1127.0,98.5,1,4,2,0,3,34.3,2.7,2,9,1,1,1,8.4,1,0,5
40,1,72.5,2.0,18.8,100,168,194,0.5,441.4,2001.0,1560.0,118.1,3,2,5,1,3,27.5,2.5,1,3,2,2,0,7.5,0,0,5
26,1,75.8,1.7,26.2,100,148,175,0.9,803.5,2510.0,1706.0,109.7,1,3,4,0,0,28.7,2.1,1,8,0,1,3,6.6,0,1,5
53,0,55.8,1.6,23.1,100,140,168,1.1,721.2,1836.0,1115.0,108.3,2,4,2,2,0,27.4,1.8,2,9,2,2,3,7.0,0,0,1
42,1,73.3,1.6,27.6,100,135,169,0.5,361.8,2389.0,2027.0,169.8,2,3,4,2,2,26.3,3.2,1,7,2,1,1,6.6,0,2,3
49,0,54.7,1.5,22.8,100,123,155,1.9,1029.7,1376.0,346.0,88.7,2,4,3,1,1,18.4,2.7,3,38,2,2,3,7.3,1,0,1
56,0,56.6,1.5,23.6,100,124,144,1.9,1050.5,1471.0,420.0,113.9,0,5,3,3,2,15.6,2.7,3,36,0,0,1,7.5,0,1,5
45,1,90.4,1.6,33.5,100,145,170,0.7,572.1,3221.0,2649.0,190.1,2,2,4,2,3,29.2,3.6,1,5,2,1,0,8.9,0,0,1
28,1,122.2,1.9,34.9,100,129,145,1.3,952.1,2986.0,2034.0,293.3,1,4,2,3,1,24.6,3.2,2,10,0,2,1,6.6,0,1,4
23,1,106.5,1.9,28.9,100,138,171,1.2,876.5,3491.0,2614.0,255.7,1,4,4,2,1,20.6,3.1,2,32,1,0,3,6.9,0,0,5
20,1,130.3,1.8,38.0,100,132,165,0.8,608.1,4500.0,3892.0,296.2,1,3,4,2,1,26.5,2.2,1,6,2,1,0,7.6,0,0,1
52,1,85.3,1.8,27.2,100,135,154,1.7,1115.1,2186.0,1071.0,116.7,0,5,2,3,2,13.0,3.5,3,51,1,2,3,6.3,0,2,1
42,0,57.7,1.6,22.2,100,124,157,1.1,576.5,1975.0,1398.0,132.1,2,3,4,2,3,26.7,2.6,2,18,2,2,0,7.8,1,0,1
37,0,39.8,1.8,12.1,100,160,176,0.6,494.3,1259.0,765.0,60.1,0,2,4,0,1,26.7,2.7,1,4,2,2,3,5.8,0,0,5
37,0,58.5,1.6,21.1,100,157,181,1.2,881.2,1311.0,430.0,109.4,2,4,3,3,3,24.7,1.8,2,23,2,0,0,6.5,0,0,5
22,1,98.6,1.9,27.8,100,135,151,0.5,397.1,2569.0,2172.0,123.4,0,2,5,3,0,21.5,2.2,1,6,0,1,0,7.7,0,0,5
27,1,65.1,1.9,18.1,100,157,182,1.2,1026.4,2062.0,1036.0,101.3,1,3,4,0,1,24.2,3.0,1,5,2,0,0,7.0,0,0,5
50,0,61.4,1.7,20.6,100,165,197,1.2,894.7,2051.0,1156.0,137.0,2,4,3,2,2,25.1,2.2,2,8,1,0,0,7.6,0,1,2
59,1,89.0,1.6,34.2,100,124,153,1.5,869.0,2050.0,1181.0,114.8,2,3,4,3,1,22.8,3.6,2,25,2,2,0,8.0,0,2,3
48,1,73.0,1.8,22.8,100,140,163,1.4,915.2,1971.0,1056.0,172.0,2,3,4,1,1,28.3,3.7,1,3,0,1,1,6.4,0,0,0
29,1,122.8,1.9,32.5,100,127,160,1.0,731.0,3283.0,2552.0,300.0,2,4,2,3,1,28.9,2.5,2,8,1,1,1,6.4,0,0,4
18,0,66.1,1.6,27.9,100,160,183,1.4,1139.9,1492.0,352.0,141.7,3,3,3,3,1,28.4,2.2,2,25,2,2,1,7.3,0,1,5
35,0,58.6,1.8,18.3,100,146,163,1.6,1223.3,2035.0,812.0,99.9,2,4,3,2,2,19.6,2.7,3,25,0,0,0,7.9,1,0,2
49,0,59.0,1.6,22.9,100,119,142,1.9,1084.8,1810.0,725.0,111.6,3,5,2,1,3,19.1,2.7,3,75,2,0,0,8.1,1,0,0
42,0,54.2,1.7,18.5,100,164,192,1.6,1227.7,1726.0,498.0,80.0,0,5,2,1,3,16.8,2.7,3,81,2,2,0,8.5,0,0,5
53,0,57.8,1.6,22.7,100,166,199,1.1,811.5,1647.0,836.0,84.5,0,2,5,1,2,32.7,1.9,1,11,1,1,0,6.0,0,0,5
58,0,76.9,1.8,23.5,100,140,161,1.0,681.7,2405.0,1723.0,166.5,0,4,2,1,3,25.2,2.6,2,23,2,2,1,5.1,0,0,5
55,1,130.0,1.7,43.9,100,154,184,0.7,522.3,3380.0,2858.0,225.0,3,3,3,3,2,21.7,3.1,1,10,1,2,0,8.0,1,0,3
25,0,63.8,1.8,21.3,100,140,170,0.9,622.4,1783.0,1161.0,97.3,0,3,5,3,1,27.7,2.6,1,8,2,1,3,8.1,0,2,5
44,1,86.8,2.0,22.5,100,166,181,1.7,1379.2,2619.0,1240.0,144.2,3,5,1,0,0,11.9,3.5,3,81,2,1,3,8.8,0,0,1
51,0,62.2,1.7,21.7,100,151,169,1.8,1265.7,1731.0,465.0,75.8,0,4,3,3,3,15.7,2.7,3,76,2,2,0,8.4,1,0,5
26,1,103.2,1.8,30.2,97,122,140,1.4,962.7,2878.0,1915.0,154.4,1,3,4,0,2,26.0,3.5,2,34,0,2,1,8.6,0,0,4
48,1,81.8,1.9,21.5,100,158,179,1.9,1491.5,2153.0,662.0,115.1,3,5,3,0,1,14.3,3.4,3,62,2,0,1,6.9,0,0,5
