Age,Gender,Weight (kg),Height (m),BMI,Low_BPM,Avg_BPM,High_BPM,Session_Duration (hours),Calories_Burned,Daily_Calorie_Intake (kcal),Calorie_Balance (kcal),Protein_Intake (g/day),Workout_Type,Workout_Frequency (days/week),Rest_Days_Per_Week,Fitness_Goal,Preferred_Workout_Time,Fat_Percentage,Water_Intake (liters),Experience_Level,Membership_Duration (months),Work_Type,Income_Level,Diet_Type,Sleep_Hours_Per_Day,Smoking,Alcohol_Consumption,Medical_Condition
51,Female,44.6,1.6,16.9,100,137,161,1.1,659.2,1200.0,541.0,95.5,Yoga,4,3,Weight Loss,Morning,33.8,2.1,2,20,Sedentary,High,High-Protein,5.7,Yes,Occasional,Hypertension
34,Male,75.3,1.9,20.7,100,141,162,1.2,909.3,2447.0,1538.0,166.9,Strength,4,4,Muscle Gain,Afternoon,29.1,2.4,2,32,Mixed,Low,Vegetarian,5.6,No,None,Asthma
52,Female,61.6,1.5,27.0,100,163,180,1.4,1038.6,1863.0,824.0,98.3,Strength,3,3,General Fitness,Evening,34.0,1.8,2,21,Mixed,High,Vegetarian,5.6,No,Occasional,Obesity
18,Male,64.3,1.8,19.7,100,150,178,1.2,969.8,2045.0,1075.0,88.4,HIIT,3,3,General Fitness,Afternoon,23.4,2.4,2,27,Active,Middle,Vegetarian,8.8,No,Regular,Diabetes
36,Female,58.1,1.8,19.0,100,120,144,0.8,508.2,1670.0,1162.0,86.3,Cardio,2,5,Endurance,Morning,34.5,2.2,1,7,Active,Low,Vegan,6.3,Yes,None,Hypertension
39,Male,51.4,1.6,20.3,100,127,157,0.9,619.6,1799.0,1179.0,88.1,HIIT,2,5,Muscle Gain,Evening,21.7,3.3,1,6,Mixed,Middle,High-Protein,6.1,Yes,Occasional,None
59,Male,87.7,1.8,28.1,100,123,153,1.1,717.7,2561.0,1843.0,148.3,Strength,3,5,Endurance,Night,29.9,3.1,2,19,Sedentary,High,Balanced,8.0,No,None,Hypertension
39,Male,87.2,1.8,26.3,100,160,184,2.0,1720.9,2446.0,725.0,148.9,Strength,5,2,Endurance,Morning,10.0,3.5,3,80,Sedentary,High,Vegan,7.6,No,Occasional,None
34,Male,125.7,1.6,48.5,100,127,154,1.0,693.5,2927.0,2234.0,188.4,Strength,4,3,Weight Loss,Afternoon,22.8,3.4,2,24,Active,Middle,Balanced,8.4,No,Occasional,Diabetes
32,Female,59.7,1.5,24.8,100,126,146,1.8,1129.9,1845.0,715.0,99.2,Strength,5,3,Endurance,Evening,18.6,2.7,3,47,Sedentary,High,Balanced,6.4,No,Occasional,None
57,Female,74.1,1.7,26.5,100,159,185,1.0,771.4,2185.0,1414.0,121.8,Yoga,4,3,Endurance,Evening,26.0,2.0,2,24,Mixed,Low,High-Protein,6.8,No,None,Asthma
25,Male,123.2,2.0,31.4,100,121,144,1.1,726.0,3202.0,2476.0,173.7,HIIT,3,4,Weight Loss,Evening,25.5,2.6,1,11,Mixed,High,Vegan,8.5,No,Occasional,Obesity
56,Male,83.7,1.6,31.9,100,142,169,1.0,706.0,2037.0,1331.0,200.7,HIIT,4,3,Weight Loss,Evening,20.0,2.9,2,33,Mixed,High,High-Protein,6.3,No,Occasional,None
40,Female,58.2,1.6,24.0,100,136,154,0.6,394.4,1675.0,1281.0,84.5,Yoga,2,4,Endurance,Night,34.8,2.2,1,7,Mixed,Middle,Balanced,6.6,Yes,None,Hypertension
39,Male,65.1,2.0,15.4,100,160,185,1.4,1246.2,1935.0,689.0,105.2,Strength,4,3,General Fitness,Morning,27.2,2.8,2,35,Sedentary,High,Vegetarian,6.7,No,Regular,High Cholesterol
54,Female,74.0,1.7,25.5,100,153,187,1.0,663.2,2181.0,1518.0,114.1,Cardio,3,3,Endurance,Evening,26.2,1.9,1,5,Sedentary,Middle,High-Protein,8.2,No,Regular,Obesity
52,Male,83.3,1.8,26.0,100,135,167,1.7,1117.3,2483.0,1366.0,109.9,Strength,5,2,General Fitness,Morning,9.4,3.5,3,67,Sedentary,High,Balanced,6.2,No,Occasional,Obesity
57,Male,103.8,1.7,37.6,100,168,193,1.3,1122.6,2513.0,1390.0,214.6,Cardio,3,5,Weight Loss,Morning,24.5,3.1,1,1,Mixed,Middle,High-Protein,9.0,Yes,Occasional,None
18,Female,51.2,1.7,18.0,100,144,162,1.2,882.9,1567.0,684.0,85.4,Yoga,3,4,Endurance,Morning,30.7,2.1,2,32,Active,Middle,High-Protein,7.1,Yes,Occasional,None
19,Male,74.9,1.7,24.9,100,120,152,1.3,879.2,2049.0,1170.0,166.3,Yoga,3,3,General Fitness,Morning,25.0,3.3,2,17,Sedentary,Middle,High-Protein,7.5,No,Occasional,None
39,Female,70.3,1.5,30.7,100,141,156,1.3,887.2,2324.0,1437.0,178.0,Cardio,3,3,Muscle Gain,Night,30.1,1.9,2,9,Sedentary,Middle,High-Protein,7.6,No,Regular,High Cholesterol
19,Female,70.1,1.7,24.8,100,163,184,1.3,1057.8,2355.0,1297.0,148.0,Strength,3,5,Muscle Gain,Night,33.9,2.3,2,35,Mixed,Middle,Balanced,7.6,Yes,Occasional,Diabetes
37,Male,90.5,1.8,29.1,100,140,160,0.8,617.2,2836.0,2219.0,191.6,Yoga,2,5,Muscle Gain,Afternoon,26.1,3.4,1,11,Mixed,Low,High-Protein,8.3,No,Occasional,None
34,Female,59.1,1.6,22.7,100,150,179,1.1,875.4,1611.0,736.0,117.5,Cardio,4,2,General Fitness,Afternoon,30.7,2.4,2,20,Active,Low,High-Protein,8.8,No,Occasional,High Cholesterol
53,Female,72.0,1.5,30.1,100,139,171,0.8,468.9,2158.0,1689.0,113.4,HIIT,2,5,Endurance,Evening,26.3,2.1,1,9,Mixed,Low,Vegan,7.2,Yes,Occasional,None
20,Female,76.5,1.7,25.4,100,153,178,1.4,1061.8,1787.0,725.0,128.0,Strength,4,4,Weight Loss,Evening,30.3,2.1,2,21,Mixed,High,Balanced,7.2,No,Occasional,Hypertension
23,Male,51.6,1.7,18.6,100,133,167,1.0,693.2,1471.0,778.0,70.6,Strength,3,4,Endurance,Evening,20.6,2.8,1,8,Sedentary,Low,Vegetarian,7.8,No,Occasional,Hypertension
49,Male,89.7,1.7,31.7,100,152,181,1.1,804.1,2323.0,1519.0,161.6,Yoga,4,2,Weight Loss,Morning,22.6,3.3,2,24,Active,Middle,Vegetarian,6.7,No,Occasional,None
47,Male,98.6,1.9,27.6,100,148,178,0.8,571.1,2385.0,1814.0,95.6,HIIT,3,4,Weight Loss,Evening,23.3,3.0,1,2,Active,Low,Vegan,7.9,No,Occasional,None
52,Male,49.0,1.8,15.7,100,131,152,0.8,571.1,1605.0,1034.0,64.7,HIIT,2,4,General Fitness,Evening,24.4,2.3,1,11,Mixed,Low,Balanced,7.6,Yes,Occasional,None
42,Female,58.6,1.5,24.0,100,148,172,1.1,742.1,1981.0,1239.0,122.9,Strength,3,4,Muscle Gain,Evening,27.1,1.9,1,9,Sedentary,Low,Balanced,6.7,No,None,Hypertension
36,Male,108.7,1.6,42.0,100,141,167,0.8,657.1,3162.0,2505.0,189.5,HIIT,3,4,Endurance,Night,24.8,3.4,1,1,Active,Low,High-Protein,6.1,No,Occasional,Hypertension
33,Male,91.2,1.8,29.6,100,143,171,0.7,590.8,2293.0,1702.0,129.9,Yoga,3,4,Weight Loss,Night,22.4,3.5,1,9,Active,Middle,Balanced,7.6,No,Occasional,None
31,Female,78.1,1.5,33.1,100,144,163,1.1,750.5,1811.0,1060.0,121.8,Cardio,4,4,Weight Loss,Evening,26.4,2.3,2,33,Mixed,Middle,Balanced,6.7,No,Occasional,High Cholesterol
45,Female,66.6,1.7,23.1,100,141,173,1.1,703.4,1978.0,1275.0,105.3,Yoga,3,4,Endurance,Evening,34.8,2.0,1,7,Mixed,Low,High-Protein,7.3,Yes,Occasional,None
40,Female,55.9,1.7,19.2,100,147,166,2.0,1422.4,1548.0,126.0,145.7,Yoga,5,1,Weight Loss,Night,19.8,2.7,3,35,Active,Middle,High-Protein,6.9,No,Occasional,Diabetes
40,Male,73.7,1.8,21.9,100,133,150,1.1,740.8,2078.0,1337.0,102.6,Yoga,3,4,General Fitness,Morning,21.1,2.8,2,7,Active,High,Balanced,4.5,No,Occasional,None
34,Female,65.3,1.8,20.2,100,143,162,1.3,942.4,2307.0,1365.0,153.3,Yoga,4,3,Muscle Gain,Afternoon,27.8,1.7,2,16,Mixed,Low,High-Protein,7.7,No,Regular,None
42,Female,71.9,1.8,22.4,100,166,197,0.8,604.4,2332.0,1728.0,134.9,Cardio,3,4,Endurance,Morning,32.7,2.1,1,5,Mixed,Low,High-Protein,7.6,No,Occasional,Obesity
48,Male,84.6,1.9,24.0,100,157,190,1.3,1024.2,1958.0,934.0,107.3,HIIT,4,3,Weight Loss,Night,23.5,2.3,2,19,Mixed,Middle,Balanced,8.1,No,Occasional,Hypertension
40,Male,61.7,2.0,15.7,100,160,193,1.4,1243.2,2239.0,996.0,151.6,Strength,4,3,Muscle Gain,Evening,26.9,2.9,2,7,Mixed,Low,Balanced,6.7,No,Regular,None
57,Female,62.2,1.8,19.6,100,152,178,1.6,1110.2,1984.0,874.0,91.7,HIIT,4,2,Endurance,Morning,17.6,2.7,3,38,Mixed,High,Vegetarian,6.5,No,Regular,Hypertension
48,Male,46.0,1.9,13.1,100,159,182,1.3,998.9,1200.0,201.0,70.0,Cardio,3,4,Weight Loss,Night,29.6,2.0,2,26,Sedentary,Middle,Vegetarian,6.2,No,Occasional,None
56,Male,83.4,1.6,32.0,100,141,156,1.0,724.7,2799.0,2074.0,199.0,HIIT,4,3,Muscle Gain,Evening,19.9,2.9,2,28,Sedentary,Middle,Balanced,6.2,No,Occasional,Obesity
23,Male,122.4,1.9,34.9,100,165,197,0.7,658.8,4002.0,3343.0,171.3,Yoga,2,5,General Fitness,Evening,22.3,3.6,1,5,Active,Low,Vegetarian,5.7,No,Occasional,None
57,Male,83.8,1.9,23.6,100,145,163,1.8,1298.3,2735.0,1437.0,123.1,Cardio,5,2,Endurance,Morning,11.8,3.5,3,73,Mixed,High,Balanced,5.4,No,Occasional,None
20,Female,71.0,1.6,28.1,100,166,190,1.1,912.8,2101.0,1188.0,119.7,HIIT,3,4,Endurance,Evening,25.6,1.4,2,32,Sedentary,Low,Vegan,8.1,No,Occasional,Obesity
18,Female,66.7,1.6,26.0,100,164,185,0.6,500.1,1724.0,1224.0,154.0,Strength,3,3,Weight Loss,Evening,33.8,2.4,1,5,Sedentary,High,High-Protein,7.5,No,None,None
19,Female,74.6,1.6,30.0,100,165,180,1.1,861.2,2031.0,1170.0,156.2,Strength,3,5,Weight Loss,Afternoon,32.0,2.4,2,33,Active,Middle,High-Protein,8.0,No,Regular,Asthma
34,Female,58.4,1.6,22.7,100,149,180,1.1,858.9,1825.0,966.0,134.9,Cardio,4,2,General Fitness,Evening,31.2,2.4,2,17,Mixed,Low,High-Protein,8.7,No,Regular,Diabetes
58,Male,54.2,1.8,16.8,100,136,152,1.5,975.8,1627.0,651.0,100.9,Strength,4,4,Endurance,Evening,21.6,2.8,2,15,Active,Middle,Vegetarian,6.8,No,Occasional,Hypertension
53,Female,63.0,1.5,27.4,100,140,165,1.8,1080.7,2283.0,1202.0,109.7,HIIT,4,2,Muscle Gain,Evening,19.6,2.7,3,69,Sedentary,Middle,Vegetarian,5.6,No,Occasional,None
18,Female,59.4,1.6,23.8,100,161,184,1.6,1351.6,1762.0,410.0,82.2,Cardio,5,3,Endurance,Night,17.9,2.7,3,77,Sedentary,Low,High-Protein,5.9,No,Regular,Diabetes
20,Female,57.2,1.5,22.9,100,161,182,1.4,1085.1,1810.0,725.0,109.7,Strength,4,4,Muscle Gain,Morning,31.9,1.7,2,20,Sedentary,Middle,High-Protein,7.4,No,Occasional,Hypertension
19,Male,86.9,1.8,28.9,100,126,157,1.5,1060.6,2218.0,1157.0,173.6,Strength,4,4,Weight Loss,Morning,28.2,3.7,2,10,Mixed,Middle,High-Protein,7.3,No,Occasional,None
36,Female,65.7,1.7,22.4,100,125,156,1.4,877.9,2166.0,1288.0,105.6,Strength,4,3,Endurance,Morning,26.5,2.1,2,7,Mixed,Middle,Vegetarian,6.3,No,Occasional,Obesity
49,Female,78.4,1.7,26.2,100,151,167,1.4,937.8,2421.0,1483.0,137.5,Cardio,2,5,Endurance,Morning,34.1,2.3,1,6,Active,Low,High-Protein,6.0,No,Occasional,Diabetes
19,Male,99.2,1.7,34.5,100,161,181,0.8,727.1,2398.0,1671.0,254.0,Cardio,2,5,Weight Loss,Morning,21.8,2.4,1,6,Active,Middle,High-Protein,8.0,No,Occasional,Obesity
54,Male,88.4,1.9,24.8,100,134,162,1.2,782.9,2657.0,1874.0,142.0,Yoga,4,3,General Fitness,Evening,26.8,2.6,2,17,Mixed,Low,Vegetarian,7.3,Yes,Regular,Hypertension
51,Male,74.9,1.6,28.7,100,150,170,1.2,936.2,1768.0,832.0,98.5,Cardio,3,4,Weight Loss,Evening,25.8,3.7,2,7,Sedentary,Middle,Vegetarian,6.4,No,Regular,None
33,Female,62.7,1.8,20.1,100,144,160,1.3,960.7,1881.0,920.0,119.1,Yoga,4,2,Muscle Gain,Evening,27.6,1.9,2,34,Sedentary,Middle,High-Protein,7.8,No,Regular,Obesity
53,Male,54.5,1.7,19.4,100,152,167,0.8,566.7,1650.0,1083.0,132.8,Cardio,2,5,General Fitness,Evening,24.6,2.8,1,4,Active,Middle,High-Protein,8.4,No,None,Diabetes
34,Female,68.2,1.5,29.4,100,134,158,1.3,921.1,1804.0,883.0,110.9,HIIT,2,5,Endurance,Morning,28.8,2.1,1,7,Mixed,High,Vegan,6.2,No,None,Hypertension
33,Male,71.8,1.6,26.4,100,133,152,1.3,940.0,2124.0,1184.0,116.1,Cardio,4,2,Endurance,Morning,21.1,2.1,2,21,Mixed,High,High-Protein,6.1,No,Regular,Hypertension
41,Female,57.4,1.7,19.5,100,144,160,1.8,1343.6,1392.0,48.0,96.9,Strength,5,2,Weight Loss,Evening,18.9,2.7,3,56,Sedentary,High,Balanced,6.0,Yes,Occasional,None
29,Male,119.4,1.8,37.6,100,168,198,0.8,715.0,3106.0,2391.0,195.2,Yoga,2,4,Weight Loss,Evening,28.5,3.4,1,1,Mixed,High,Balanced,7.0,No,Occasional,None
25,Female,70.4,1.7,25.4,100,126,142,0.8,517.7,2063.0,1545.0,104.2,HIIT,3,4,Endurance,Evening,29.1,1.7,1,11,Mixed,Middle,High-Protein,7.9,No,Occasional,Hypertension
22,Male,86.8,1.9,23.8,100,127,151,1.9,1353.5,2796.0,1442.0,182.3,Strength,5,2,Muscle Gain,Afternoon,11.6,3.5,3,35,Mixed,High,High-Protein,6.9,No,Regular,Diabetes
43,Female,65.6,1.8,21.1,100,157,173,1.5,1019.4,1827.0,808.0,99.2,HIIT,4,4,Endurance,Evening,32.5,1.7,2,16,Sedentary,High,Balanced,8.3,No,None,Obesity
53,Female,75.4,1.6,29.5,100,155,185,1.4,985.9,2020.0,1034.0,115.9,Yoga,4,2,General Fitness,Evening,35.0,2.5,2,11,Sedentary,Middle,Balanced,7.5,Yes,Regular,None
58,Male,125.1,1.9,35.2,100,161,191,1.3,1062.4,3990.0,2928.0,222.5,HIIT,4,3,Endurance,Night,22.9,2.6,2,28,Sedentary,Low,High-Protein,6.2,No,Occasional,None
30,Female,60.3,1.7,19.4,100,132,165,1.2,779.2,1791.0,1012.0,103.0,Yoga,3,4,Endurance,Morning,25.6,1.8,2,17,Mixed,Low,Balanced,6.6,Yes,Occasional,Diabetes
28,Male,85.7,1.9,24.1,100,136,157,1.7,1334.7,2666.0,1331.0,211.5,Cardio,5,1,General Fitness,Evening,13.9,3.4,3,76,Sedentary,High,High-Protein,7.4,No,Occasional,Diabetes
28,Female,63.8,1.5,26.9,100,119,145,1.2,704.4,2111.0,1407.0,135.5,Strength,4,3,Muscle Gain,Afternoon,25.6,2.1,2,17,Active,Middle,Vegan,5.7,No,Occasional,None
30,Female,62.3,1.6,22.1,100,141,170,1.8,1305.7,2218.0,912.0,129.9,Strength,4,3,Muscle Gain,Night,18.1,2.7,3,33,Active,High,Balanced,8.4,No,Occasional,None
28,Female,71.8,1.7,25.3,100,138,160,1.5,1019.5,1899.0,880.0,160.4,Strength,4,3,Weight Loss,Morning,28.7,1.5,2,13,Active,Middle,High-Protein,7.6,No,Occasional,None
47,Male,114.9,1.9,33.0,100,140,160,1.4,949.0,2672.0,1723.0,128.7,Cardio,3,3,Weight Loss,Afternoon,21.1,3.7,1,11,Active,Low,Vegan,7.6,Yes,Occasional,None
41,Male,64.7,1.8,20.7,100,133,157,1.3,869.0,2099.0,1230.0,80.7,HIIT,3,4,General Fitness,Afternoon,25.5,3.3,2,25,Sedentary,Middle,Vegetarian,8.5,No,Occasional,Diabetes
45,Female,40.2,1.8,12.7,100,133,150,0.8,458.2,1536.0,1078.0,77.8,Strength,3,4,Muscle Gain,Evening,26.4,2.2,1,3,Sedentary,High,Balanced,7.3,Yes,Occasional,Hypertension
47,Female,70.1,1.6,26.1,96,122,155,1.1,626.9,2520.0,1893.0,155.2,HIIT,4,3,Muscle Gain,Afternoon,29.2,1.9,2,12,Sedentary,Low,Balanced,8.7,No,Regular,Asthma
21,Female,75.7,1.7,25.4,100,152,183,1.4,1045.4,2243.0,1198.0,111.5,Strength,4,4,General Fitness,Morning,30.5,2.1,2,19,Sedentary,High,Vegetarian,7.1,No,Regular,None
44,Male,66.5,1.8,19.2,98,119,140,1.2,715.0,1448.0,733.0,88.4,Cardio,2,5,Weight Loss,Evening,26.6,3.3,1,4,Sedentary,Middle,Balanced,7.4,No,Occasional,Hypertension
51,Female,52.6,1.7,18.9,100,124,158,1.5,836.6,1486.0,649.0,65.1,Yoga,2,4,General Fitness,Afternoon,31.2,1.5,1,1,Mixed,Low,Vegetarian,5.3,No,Regular,High Cholesterol
29,Male,122.0,1.9,34.7,100,130,148,1.3,910.7,3289.0,2378.0,255.8,HIIT,4,4,Weight Loss,Morning,23.6,3.2,2,32,Sedentary,Middle,High-Protein,6.6,No,Occasional,High Cholesterol
58,Male,81.7,1.9,24.1,100,144,172,1.6,1129.8,2043.0,913.0,108.8,HIIT,4,4,Weight Loss,Afternoon,10.6,3.5,3,31,Sedentary,Low,Balanced,6.7,No,Occasional,None
34,Female,73.7,1.6,30.0,100,157,191,1.5,1166.9,2000.0,833.0,104.2,Cardio,3,4,General Fitness,Morning,32.6,2.4,1,5,Mixed,Low,Vegan,7.5,Yes,Occasional,None
58,Female,58.4,1.8,20.1,96,118,147,1.7,922.8,1426.0,503.0,146.9,Cardio,5,2,Weight Loss,Night,19.0,2.7,3,31,Sedentary,Middle,High-Protein,6.4,Yes,Occasional,High Cholesterol
42,Male,88.9,2.0,22.8,100,134,156,1.4,931.4,3020.0,2089.0,165.9,HIIT,4,4,Muscle Gain,Evening,25.9,2.0,2,13,Mixed,Low,Balanced,5.2,No,Occasional,None
44,Male,90.3,2.0,22.7,100,134,163,1.4,919.3,2844.0,1925.0,165.2,HIIT,4,3,Muscle Gain,Evening,26.4,2.0,2,33,Active,Low,Balanced,5.2,No,Occasional,Diabetes
18,Female,64.8,1.8,19.6,100,136,170,1.7,1170.1,1887.0,717.0,141.4,Cardio,4,3,Weight Loss,Afternoon,19.0,2.7,3,44,Mixed,High,High-Protein,7.8,No,Occasional,Obesity
39,Male,59.1,1.9,16.3,100,141,169,1.2,955.3,1414.0,459.0,72.0,Cardio,3,3,Weight Loss,Night,25.2,3.0,2,29,Sedentary,Middle,Balanced,7.7,No,None,None
33,Male,100.1,1.7,34.4,100,135,158,1.0,736.8,2516.0,1779.0,145.0,HIIT,2,5,Weight Loss,Evening,27.2,3.2,1,7,Sedentary,Middle,Balanced,7.4,Yes,Occasional,Hypertension
55,Male,82.3,1.9,23.7,100,123,145,1.5,925.8,1853.0,927.0,204.5,Yoga,5,1,Weight Loss,Afternoon,12.9,3.4,3,42,Active,Middle,High-Protein,7.7,No,Occasional,None
20,Female,65.3,1.8,20.5,100,138,169,1.7,1171.7,1756.0,584.0,78.4,Cardio,4,3,General Fitness,Evening,19.1,2.7,3,54,Sedentary,High,Vegetarian,7.7,No,Regular,Obesity
46,Female,41.1,1.6,16.8,100,164,180,1.0,772.3,1336.0,564.0,66.9,Yoga,4,3,Endurance,Evening,26.2,2.1,2,9,Active,High,High-Protein,7.2,Yes,None,Hypertension
49,Female,68.7,1.7,25.2,100,164,181,0.9,679.2,2364.0,1685.0,157.6,Strength,3,3,Muscle Gain,Afternoon,33.0,1.8,1,11,Active,Middle,Balanced,6.5,No,Regular,None
27,Male,103.7,1.7,37.3,100,135,157,1.3,952.0,2627.0,1675.0,136.6,Cardio,3,4,Weight Loss,Morning,29.7,3.5,2,33,Active,High,Vegan,7.7,No,Occasional,Hypertension
26,Female,74.6,1.7,25.8,100,156,182,1.4,1112.7,2114.0,1001.0,119.6,Yoga,3,4,General Fitness,Morning,25.3,1.6,2,34,Mixed,High,Vegetarian,7.0,No,Occasional,None
26,Male,89.8,2.0,22.5,100,152,167,1.8,1516.8,2632.0,1115.0,114.0,Cardio,4,4,General Fitness,Evening,11.4,3.5,3,46,Sedentary,High,Vegan,7.9,Yes,Occasional,None
49,Male,56.9,1.9,16.2,100,134,158,1.2,774.8,1793.0,1018.0,80.1,Cardio,2,5,Endurance,Afternoon,21.3,3.5,1,4,Active,Middle,Vegetarian,7.8,Yes,Regular,None
43,Male,103.7,1.7,34.8,100,146,180,0.8,574.5,2952.0,2378.0,163.0,Strength,2,5,General Fitness,Morning,27.6,1.9,1,6,Active,Low,Balanced,4.3,No,Occasional,Hypertension
33,Male,103.1,1.7,35.2,100,134,151,1.0,728.1,2864.0,2136.0,137.6,HIIT,2,5,Weight Loss,Afternoon,27.5,3.2,1,2,Mixed,Low,Vegetarian,7.3,No,Occasional,Hypertension
37,Male,90.3,1.8,29.3,100,140,160,0.8,620.9,2092.0,1471.0,142.4,Yoga,2,4,Weight Loss,Evening,26.8,3.4,1,2,Sedentary,Low,Balanced,8.4,No,Occasional,Diabetes
37,Female,71.6,1.8,22.5,100,124,145,1.0,622.9,2223.0,1600.0,133.8,Strength,2,5,Muscle Gain,Evening,33.8,1.7,1,3,Active,Low,Vegan,7.5,No,None,None
55,Male,63.8,1.9,18.1,100,143,177,1.4,987.3,2295.0,1308.0,133.7,Strength,4,3,Muscle Gain,Morning,23.3,2.9,2,15,Active,Low,Balanced,7.2,No,Occasional,Obesity
54,Male,62.2,1.9,18.4,100,143,175,1.4,958.2,2150.0,1192.0,148.5,Strength,4,4,Muscle Gain,Afternoon,23.0,2.9,2,12,Mixed,High,High-Protein,7.3,No,Regular,Hypertension
47,Female,60.4,1.8,18.1,100,130,155,1.4,818.7,1932.0,1113.0,100.2,Yoga,4,3,Endurance,Evening,30.6,2.4,2,8,Mixed,Low,Vegetarian,6.0,No,Occasional,None
50,Female,69.2,1.6,26.1,100,122,155,1.1,612.0,2092.0,1480.0,92.4,HIIT,4,2,General Fitness,Evening,28.1,1.9,2,33,Sedentary,High,Balanced,8.7,Yes,Regular,None
18,Female,70.6,1.6,30.4,100,124,143,0.8,532.3,2010.0,1478.0,116.3,Cardio,3,5,Endurance,Morning,29.9,2.0,1,3,Active,Middle,High-Protein,5.3,No,Occasional,High Cholesterol
22,Male,101.9,1.8,30.0,100,153,186,1.2,1045.3,2418.0,1373.0,210.6,Strength,3,3,Weight Loss,Evening,21.3,2.7,2,18,Mixed,Low,High-Protein,6.5,No,Occasional,None
57,Male,128.0,1.8,40.7,100,126,151,1.3,793.1,3762.0,2969.0,222.9,Yoga,2,5,Endurance,Afternoon,26.5,2.7,1,4,Active,Middle,Balanced,7.4,No,Occasional,Obesity
55,Female,58.6,1.5,24.2,100,155,181,1.3,865.7,1914.0,1048.0,104.8,Cardio,4,3,Muscle Gain,Evening,34.0,2.6,2,15,Sedentary,Low,High-Protein,6.0,No,Occasional,None
21,Female,70.8,1.7,24.8,100,164,188,1.3,1045.4,1814.0,769.0,92.4,Strength,3,4,Weight Loss,Night,33.6,2.3,2,11,Sedentary,High,Balanced,7.6,No,Occasional,Obesity
56,Female,57.7,1.7,21.0,100,155,177,1.6,1115.6,1870.0,754.0,102.1,HIIT,5,2,Muscle Gain,Night,15.0,2.7,3,56,Sedentary,High,High-Protein,7.0,No,Occasional,Hypertension
48,Male,69.9,1.9,20.2,100,126,149,0.7,420.7,2169.0,1748.0,119.1,Yoga,3,4,Endurance,Evening,29.6,2.6,1,6,Sedentary,Low,Balanced,8.2,No,Regular,Obesity
29,Male,64.0,1.9,18.2,100,141,159,0.6,481.1,1536.0,1055.0,92.4,Yoga,2,5,Weight Loss,Morning,26.3,2.1,1,8,Mixed,High,Vegetarian,7.6,No,Occasional,Asthma
23,Female,60.7,1.8,19.1,100,165,184,2.0,1617.8,1890.0,272.0,93.8,Cardio,4,3,General Fitness,Morning,16.2,2.7,3,51,Active,High,Balanced,6.7,No,Regular,Hypertension
47,Female,44.4,1.7,14.4,100,156,178,1.3,882.5,1553.0,670.0,89.9,Strength,3,3,Muscle Gain,Morning,30.7,2.1,2,20,Sedentary,Low,Vegetarian,7.3,No,Occasional,Hypertension
44,Female,49.3,1.8,15.1,100,124,147,0.9,485.2,1562.0,1077.0,76.5,Yoga,2,5,Endurance,Morning,28.8,2.6,1,8,Active,Middle,High-Protein,7.2,No,None,None
34,Female,49.1,1.6,19.7,100,155,184,1.1,782.9,1400.0,617.0,58.5,Cardio,4,4,Weight Loss,Evening,29.5,1.9,2,27,Sedentary,Middle,Balanced,6.6,No,Occasional,Hypertension
23,Female,65.9,1.6,24.5,100,155,184,1.4,1067.8,1770.0,702.0,90.5,Cardio,3,3,Weight Loss,Night,31.4,2.6,2,11,Sedentary,Low,Vegetarian,6.5,No,None,None
37,Male,47.8,1.8,14.5,100,158,188,0.6,556.5,1489.0,932.0,60.6,Strength,3,4,General Fitness,Night,29.6,2.8,1,3,Mixed,Middle,Vegan,7.0,No,Occasional,None
23,Male,116.6,1.8,36.5,100,128,156,1.0,677.8,4204.0,3526.0,270.4,Strength,4,4,Muscle Gain,Evening,26.7,3.4,2,19,Mixed,Low,High-Protein,8.1,No,Occasional,Hypertension
41,Female,44.0,1.8,14.0,100,164,186,1.2,867.4,1466.0,599.0,60.6,Cardio,3,5,General Fitness,Afternoon,32.1,1.6,1,2,Active,Middle,Balanced,8.8,No,Occasional,Obesity
51,Male,73.0,1.6,28.6,100,149,181,1.3,946.1,2375.0,1429.0,96.0,Cardio,3,5,General Fitness,Morning,26.4,3.7,2,12,Mixed,Low,Balanced,6.4,No,Occasional,None
35,Female,65.3,1.6,25.2,100,158,182,1.0,773.2,1921.0,1148.0,102.6,Cardio,4,3,Endurance,Afternoon,33.5,1.5,2,13,Sedentary,High,Vegetarian,5.8,No,Occasional,None
35,Male,71.8,1.8,22.1,100,126,160,1.1,753.7,2545.0,1791.0,153.7,Cardio,3,4,Muscle Gain,Morning,28.1,2.3,2,15,Sedentary,High,Balanced,7.1,No,Occasional,None
41,Male,79.6,1.7,26.8,100,131,151,1.0,638.9,2401.0,1762.0,199.1,Cardio,4,3,General Fitness,Evening,27.0,3.1,2,18,Active,Low,High-Protein,6.9,No,Occasional,High Cholesterol
36,Female,69.9,1.5,30.6,100,130,156,0.7,427.4,2241.0,1814.0,86.8,Cardio,2,5,General Fitness,Morning,33.2,2.4,1,6,Sedentary,Low,Balanced,6.9,Yes,Occasional,High Cholesterol
44,Male,79.3,1.6,32.0,100,140,156,1.1,796.3,2779.0,1983.0,186.3,Cardio,4,3,Muscle Gain,Night,29.4,2.2,2,26,Mixed,Low,High-Protein,5.1,No,Regular,Hypertension
